title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
On My Skin,film,2018-09-12,538362,it,IT,100,Drama,1.1907,0.861,0.8065,0,,,,tt7121252,"murder in prison, death of prisoner, abuse of power, bureaucracy, police beating",1,54931,1,10.91385134,7.3,film,10330,8.023,1872,2.0734,0,0,0,0,0,0,0,0
Polar,film,2019-01-25,483906,en,"DE,US",118,"Action,Crime,Drama",5.0607,3.279,0.8058,0,,,,tt4139588,"female nudity, based on comic book, hitman, based on graphic novel, dark horse comics",1,956166,1,13.77068786,6.3,film,104870,6.336,2370,8.1676,0,0,0,0,0,0,0,0
Night Always Comes,film,2025-08-15,1254624,en,"GB,US",108,"Thriller,Drama,Crime",4.455,2.726,0.8039,0,,,,tt31567422,"money, cash, female protagonist, criminal, profanity",1,356458,1,12.78397451,5.9,film,13072,6.021,210,3.0308,2,1,2,43300000,23600000,2,43300000,23600000
The Sea Beast,film,2022-07-08,560057,en,US,115,"Animation,Adventure,Action,Family,Fantasy",2.9958,2.401,0.8025,0,,,,tt9288046,"sea, sea monster, monster, beast, ship",1,634736,1,13.36096602,7,,63786,7.325,1608,5.4772,7,1,1,190150000,0,4,156840000,0
It's What's Inside,film,2024-10-04,1052280,en,US,105,"Comedy,Mystery,Science Fiction",2.2772,1.323,0.7986,0,,,,tt14577874,"body swap, party, cancelled wedding, birthday, wrongfully convicted",1,,0,,6.6,,47989,6.449,694,3.0716,2,1,5,17800000,10200000,2,17800000,10200000
Velvet Buzzsaw,film,2019-02-01,463684,en,US,113,"Thriller,Mystery,Horror",5.7713,3.728,0.7945,0,,,,tt7043012,"satire, supernatural horror, dark satire, male nudity, male rear nudity",1,661931,1,13.40291811,5.7,,68360,5.369,1945,4.7657,0,0,0,0,0,0,0,0
Bird Box,film,2018-12-21,405774,en,US,124,"Horror,Thriller,Drama",4.5959,3.197,0.7943,0,,,,tt2737304,"suicide, invisible creature, survival, dystopia, supermarket",1,7243373,1,15.79559768,6.6,film,412651,6.827,10294,5.9589,0,0,0,0,0,0,0,0
Space Sweepers,film,2021-02-05,581389,ko,KR,136,"Drama,Fantasy,Science Fiction",3.4337,2.706,0.7936,0,,,,tt12838766,"space pirate, android, robot sci fi, space opera, korean",1,487741,1,13.09754186,6.5,film,30541,7.071,1094,4.0712,0,0,0,0,0,0,0,0
I Don't Expect Anyone to Believe Me,film,2023-11-22,1145810,es,MX,117,"Comedy,Crime,Drama",5.233,2.592,0.7933,0,,,,tt21738294,"male nudity, male frontal nudity, long title, female nudity, travel",1,,0,,5.8,film,631,6.481,27,1.9434,0,0,0,0,0,0,0,0
I'm No Longer Here,film,2020-05-27,582927,es,"MX,US",112,Drama,0.4052,0.152,0.7933,0,,,,tt4323594,"teenager, immigrant, alienation, deportation, pandilla",1,,0,,7.3,film,9619,7.888,512,3.1229,0,0,0,0,0,0,0,0
Street Flow,film,2019-10-12,614488,fr,FR,95,"Drama,Crime",1.8315,0.785,0.7918,0,,,,tt10958282,"ghetto, suburb, gangsta, black people, poverty",1,11570,1,9.356257247,6.4,film,2000,6.9,358,2.6945,0,0,0,0,0,0,0,0
The Old Guard,film,2020-07-10,547016,en,"GB,MA,US",125,"Action,Fantasy",4.5244,2.025,0.7889,1,,,,tt7556122,"gay character, homosexual, gay couple, immortality, gay man",1,2967959,1,14.90338541,6.7,,206939,7.118,4596,3.6511,3,1,4,37000000,17600000,0,0,0
The Children's Train,film,2024-12-04,1180634,it,IT,106,Drama,1.4312,1.104,0.7798,0,,,,tt29242846,"post war, period drama, period piece, year 1946, 20th century",1,,0,,7.4,film,8916,7.432,293,3.5665,8,1,1,54400000,30700000,4,44100000,24900000
Planet Single: Greek Adventure,film,2025-08-27,1468789,pl,PL,103,"Comedy,Romance",0.5808,0.42,0.7785,0,,,,tt37727295,"charming, romantic",1,,0,,3.9,,415,4.825,20,2.0481,1,1,5,6200000,3600000,1,6200000,3600000
How It Ends,film,2018-07-13,475210,en,"CA,US",113,"Science Fiction,Thriller,Mystery,Action,Adventure",5.9481,2.911,0.7719,0,,,,tt5246700,"disaster, father in law son in law relationship, journey, end of the world, 2010s",1,,0,,5.1,film,62197,5.271,1982,2.6433,4,1,4,29170000,0,0,0,0
Little Siberia,film,2025-03-21,1362608,fi,"FI,SE",105,"Comedy,Thriller,Drama",1.3195,0.973,0.7719,0,,,,tt31828346,"pregnancy, infertile, small village, village, priest",1,,0,,5.1,film,1522,5.892,65,2.8677,2,1,4,9600000,5300000,2,9600000,5300000
Love Hard,film,2021-11-05,536208,en,US,104,"Romance,Music,Drama,Thriller",4.0667,2.687,0.7681,0,,,,tt8709338,"feature film directorial debut, based on a song, writer producer director, police officer, troubadour",1,4997,1,8.516793111,5.3,film,575,4.1,13,1.7409,5,1,2,137350000,0,4,130110000,0
Almost Family,film,2025-07-18,1429834,pt,BR,80,Comedy,0.8835,0.474,0.758,0,,,,tt37457638,"brazilian comedy, family rivalry, family vacation, regionalism, trip to argentina",1,,0,,4.7,,1089,6.366,41,3.5675,3,1,4,18000000,13200000,3,18000000,13200000
La Dolce Villa,film,2025-02-13,1252377,en,US,99,"Romance,Comedy",1.8681,1.161,0.7574,0,,,,tt31519456,"love, couple, life, villa, romantic comedy",1,188035,1,12.14438871,6,film,10973,6.3,182,3.1198,3,1,1,63400000,38400000,3,63400000,38400000
"Monica, O My Darling",film,2022-11-11,915831,hi,IN,129,"Crime,Comedy,Drama,Mystery",1.4658,0.972,0.7574,0,,,,tt15128068,"murder, officer, character name in title, plot twist, love",1,620103,1,13.33764248,7.4,film,22550,7,93,3.0122,2,1,5,10290000,0,2,10290000,0
The Love Scam,film,2025-01-01,1397854,it,IT,101,"Comedy,Romance",1.45,0.611,0.755,0,,,,tt34896285,"postman, man wears glasses, scam, being followed, man on the run",1,,0,,6.1,,1660,6.386,132,7.985,3,1,2,23200000,13800000,3,23200000,13800000
How I Fell in Love with a Gangster,film,2022-01-12,809972,pl,PL,185,"Crime,Action,Drama",1.2785,0.798,0.7472,1,,,,tt16453244,"gangster, nude woman, female nudity, female rear nudity, bathtub",1,59499,1,10.99373159,6,film,3005,6.636,198,1.2971,5,1,1,30230000,0,4,24080000,0
Unknown Origins,film,2020-08-28,438396,es,"AR,ES",97,"Drama,Thriller",1.3066,1.023,0.7455,0,,,,tt5827790,"serial killer, father son relationship, superhero, serial murder, serial killer m.o.",1,31724,1,10.36486029,6.1,,7980,6.2,438,9.1015,0,0,0,0,0,0,0,0
Irreplaceable You,film,2018-02-16,450489,en,US,96,"Comedy,Drama,Romance",3.7736,2.386,0.7421,0,,,,tt6119856,"two word title, romantic relationship, childhood love, monogamy, interracial couple",1,111680,1,11.62340187,6.4,film,10709,6.9,710,2.8649,0,0,0,0,0,0,0,0
Sierra Burgess Is a Loser,film,2018-09-07,462919,en,US,105,"Comedy,Drama,Romance",2.8845,2.036,0.7421,0,,,,tt3120280,"mistaken identity, bullying, cheerleader, texting, teenage girl",1,887829,1,13.69653556,5.8,film,41884,6.293,3441,2.3508,0,0,0,0,0,0,0,0
Outside the Wire,film,2021-01-15,775996,en,US,116,"Thriller,Action,Science Fiction",2.9671,2.529,0.7405,0,,,,tt10451914,"pilot, android, female soldier, robot, explosion",1,583899,1,13.27748501,5.4,film,47305,6.349,1861,2.0603,0,0,0,0,0,0,0,0
The Biggest Fan,film,2025-05-01,1307520,es,"FR,MX",91,Comedy,1.0986,0.557,0.7267,0,,,,tt31227132,"female protagonist, filmmaker, actress, life, career",1,,0,,4.2,film,82,6.3,40,1.7958,1,1,5,7300000,4700000,1,7300000,4700000
Take the 10,film,2017-01-20,433245,en,US,80,Comedy,2.99,1.865,0.724,0,,,,tt5792472,"friend, store manager, drug dealer, hip hop concert, buddy comedy",1,,0,,4.8,film,3465,5.027,147,1.3746,0,0,0,0,0,0,0,0
The Laundromat,film,2019-10-18,517909,en,US,96,"Crime,Drama,Comedy",10.7059,4.856,0.7213,0,,,,tt5865326,"insurance fraud, grieving widow, breaking the fourth wall, foreigner as villain, partners in crime",1,,0,,6.3,,57115,6.005,1256,9.4749,0,0,0,0,0,0,0,0
Diana: The Musical,film,2021-10-01,732305,en,US,117,"History,Romance,Drama",0.7864,0.498,0.7208,0,,,,tt12885272,"live performance, covid 19, based on play, based on true story, new york city",1,689,1,6.536691598,4.4,film,1515,4.8,23,2.734,0,0,0,0,0,0,0,0
My Name Is Loh Kiwan,film,2024-03-01,1039882,ko,KR,134,"Romance,Drama",3.4337,2.161,0.7205,0,,,,tt26672512,"broadcaster, first person title, five word title, 20 year old man, young",1,165148,1,12.01460338,6.7,film,4294,7.329,146,3.0222,3,1,1,21400000,9700000,3,21400000,9700000
20th Century Girl,film,2022-10-21,851644,ko,KR,119,"Romance,Drama",2.9172,2.422,0.7205,0,,,,tt15340724,"love, 20th century, 1990s, year 1999, high school",1,471948,1,13.06462621,7.4,film,12472,8.155,773,8.8287,4,1,2,34510000,0,4,34510000,0
The Curse of Bridge Hollow,film,2022-10-14,864959,en,US,89,"Adventure,Comedy,Horror,Family",4.3099,2.32,0.7184,0,,,,tt15289240,"halloween, teenager, town, young, father",1,92919,1,11.43949419,5.6,,13787,6.532,492,5.9383,4,1,2,63660000,0,4,63660000,0
Xtreme,film,2021-06-04,726429,es,ES,111,"Action,Adventure,Crime",1.4959,1.159,0.7179,0,,,,tt11658120,"revenge, murder, weapon, brother, one word title",1,,0,,5.8,,5527,6.313,259,4.5891,5,1,6,9790000,2400000,0,0,0
Beasts of No Nation,film,2015-10-16,283587,en,"BR,US",137,"Drama,War",4.9521,1.866,0.7129,1,,,,tt1365050,"child soldier, civil war, boy soldier, urinating on someone, guerrilla warfare",1,652949,1,13.38925584,7.7,film,89122,7.6,1809,3.9646,0,0,0,0,0,0,0,0
Lift,film,2024-01-12,955916,en,US,107,"Action,Comedy,Crime",3.6802,3.18,0.707,0,,,,tt14371878,"heist, passenger, money, fbi federal bureau of investigation, criminal",1,1163718,1,13.96713147,5.5,film,50602,6.44,1370,8.7506,5,1,1,176400000,98900000,4,169600000,95100000
The Wrong Paris,film,2025-09-12,1321439,en,US,107,"Romance,Comedy",2.9195,2.208,0.7054,0,,,,tt33039440,"paris france, bar, bare midriff, cowboy hat, texas",1,335475,1,12.7233057,6.1,,10962,6.603,224,6.3987,4,1,1,81800000,45800000,4,81800000,45800000
Irish Wish,film,2024-03-15,1019420,en,US,94,"Romance,Comedy,Fantasy",2.6968,1.951,0.7054,0,,,,tt21957774,"wedding, love, ireland, wish, friend",1,400283,1,12.89992957,5.2,film,20475,6.157,485,2.0012,3,1,1,87000000,55500000,3,87000000,55500000
A California Christmas,film,2020-12-14,768520,en,US,106,"Comedy,Romance,Drama",1.6221,0.985,0.705,0,,,,tt13055780,"christmas, reference to sylvester stallone, reference to dolly parton, artificial snow, california",1,232370,1,12.35609051,5.8,film,11928,6.4,342,2.8437,0,0,0,0,0,0,0,0
He's All That,film,2021-08-27,347626,en,US,91,"Comedy,Romance",3.731,2.449,0.7044,1,,,,tt4590256,"remake, makeover, gender swap, teen romance, teen comedy",1,,0,,4.4,film,31363,6.5,1443,2.4695,3,1,1,90470000,0,3,90470000,0
Mother of the Bride,film,2024-05-09,1093231,en,"TH,US",90,"Romance,Comedy",2.888,2.521,0.7044,0,,,,tt26926267,"father daughter relationship, mother daughter relationship, husband wife relationship, love, marriage",1,478145,1,13.0776714,4.8,film,17622,5.926,330,2.6592,5,1,1,106700000,71100000,4,101400000,67600000
The Main Event,film,2020-04-10,637157,en,US,102,"Family,Comedy",1.5668,1.266,0.7034,0,,,,tt10540242,"competition, slimehouse, biracial",1,48585,1,10.7910907,4.8,,2897,6.4,236,2.4869,0,0,0,0,0,0,0,0
Fistful of Vengeance,film,2022-02-17,890656,en,"TH,US",97,"Action,Fantasy",2.2991,1.638,0.703,0,,,,tt14158554,"superhero, martial arts, based on tv series, power, revenge",1,229307,1,12.34282136,4.5,film,8001,5.597,316,13.475,2,1,4,25860000,0,2,25860000,0
The Wrong Track,film,2025-02-27,1422179,no,NO,94,"Comedy,Drama",1.8601,1.042,0.7029,0,,,,tt31828532,"male full frontal nudity, male nudity, male frontal nudity, female nudity, public nudity",1,,0,,6,,1158,6.594,32,2.8913,1,1,9,2900000,1900000,1,2900000,1900000
Heart of Stone,film,2023-08-11,724209,en,US,122,"Thriller,Action",4.2143,2.748,0.7015,0,,,,tt13603966,"spy action, female protagonist, spy, agent, spy thriller",1,1593031,1,14.28114968,5.7,film,66187,6.759,1819,9.2474,5,1,1,193100000,91900000,4,185800000,88400000
The Dig,film,2021-01-29,532865,en,GB,112,"Drama,History",4.8631,3.237,0.6987,0,,,,tt3661210,"discovery, archeological dig, gay character, implied homosexuality, bare chested man",1,2122130,1,14.56793133,7.1,,87758,6.856,1282,3.4934,0,0,0,0,0,0,0,0
Sand Castle,film,2017-04-21,390054,en,"GB,US",113,"War,Action,Drama",8.4889,4.496,0.6957,0,,,,tt2582576,"u.s. military, u.s. soldier, 2003 invasion of iraq, all male cast, male nudity",1,192393,1,12.16730063,6.3,film,28354,6.515,828,10.1705,0,0,0,0,0,0,0,0
Nonnas,film,2025-05-09,1151039,en,US,112,Comedy,4.2428,2.456,0.6957,0,,,,tt28309594,"pasta sauce, grandmas recipe, cooking italian food, family relationships, italian american",1,804869,1,13.59843605,6.8,film,34490,6.808,402,3.3131,5,1,1,99700000,52500000,4,93700000,49300000
Incoming,film,2024-08-23,1008953,en,US,92,Comedy,9.0874,3.497,0.694,0,,,,tt21284218,"school, high school, classroom, party, teenager",1,224513,1,12.32169335,5.8,film,14663,6.2,319,13.4957,3,1,1,49700000,32800000,3,49700000,32800000
His House,film,2020-10-30,575774,en,"GB,US",93,"Drama,Horror",2.2179,1.726,0.6912,0,,,,tt8508734,"escape, kidnapping, holding someone against their will, bus, government subsidized housing",1,550299,1,13.21821886,6.4,film,51937,6.414,1175,3.7284,0,0,0,0,0,0,0,0
The Twits,film,2025-10-17,927254,en,"GB,US",99,"Animation,Comedy,Family,Fantasy",5.2845,3.516,0.69,0,,,,tt0498396,"based on children's book, cgi animation, computer animation, 3d animation, cg animation",1,179102,1,12.09571634,4.7,,3002,6.1,64,24.7471,2,1,5,24100000,14000000,2,24100000,14000000
Elisa & Marcela,film,2019-06-07,535356,es,ES,118,"Drama,Romance",1.5258,0.964,0.6885,0,,,,tt6704898,"lesbianism, mole, lesbian, woman dresses as a man, short haired female",1,,0,,6.6,film,6067,7.3,395,1.2329,0,0,0,0,0,0,0,0
Beautiful Rebel,film,2024-05-02,1156966,it,"DE,IT",114,"Music,Drama,History",0.9024,0.56,0.6883,0,,,,tt28690443,"based on real people, docudrama drama, rock music, female protagonist, 1980s",1,15306,1,9.636065519,6.3,film,1047,6.8,86,1.4272,1,1,9,2500000,1300000,1,2500000,1300000
Rogue City,film,2020-10-30,671039,fr,FR,116,"Crime,Thriller,Action,Drama",3.6503,1.752,0.6879,0,,,,tt10127684,"police, gun, corruption, violence, rogue cop",1,117721,1,11.67608119,6.1,film,10485,5.891,611,3.1991,2,1,6,3850000,0,0,0,0
The Hand of God,film,2021-12-15,722778,it,IT,130,Drama,0.9531,0.843,0.6852,0,,,,tt12680684,"1980s, naples italy, coming of age, family relationships, loss of virginity",1,207220,1,12.24154114,7.3,,53150,7.534,1726,1.7258,3,1,2,12650000,0,3,12650000,0
Tall Girl 2,film,2022-02-11,772272,en,US,97,"Comedy,Romance,Drama",3.6143,2.149,0.6849,0,,,,tt16085592,"sequel, high school, beauty pageant, tall woman, number 2 in title",1,175644,1,12.07622019,4.7,film,7063,5.7,387,7.047,3,1,2,56650000,0,3,56650000,0
Today We'll Talk About That Day,film,2023-07-27,1059368,id,ID,118,"Drama,Family,Romance",2.1457,1.485,0.6827,0,,,,tt21968956,"teenage boy, prequel, love, young, teenager",1,,0,,5.9,,239,8,11,0.8109,0,0,0,0,0,0,0,0
Unlocked,film,2023-02-17,740441,ko,KR,117,Thriller,3.386,2.59,0.6821,1,,,,tt26160190,"plot twist, criminal, smartphone, worker, cell phone",1,233792,1,12.36219139,6.4,,13313,7.338,376,5.1966,4,1,1,33090000,0,4,33090000,0
Wall to Wall,film,2025-07-18,1269208,ko,KR,118,"Thriller,Drama",2.4631,2.289,0.6821,0,,,,tt32237537,"apartment, neighbor, resident, noise, floor",1,77181,1,11.25392155,5.9,,6969,6.18,197,3.3158,3,1,1,31100000,15800000,3,31100000,15800000
The Week Of,film,2018-04-27,465109,en,US,116,Comedy,4.6133,3.306,0.68,0,,,,tt6821012,"wedding, motor vehicle, car, u.s. car, chevrolet",1,188179,1,12.14515423,5.2,,26245,5.455,832,1.4399,0,0,0,0,0,0,0,0
Burning Sands,film,2017-03-10,426265,en,US,105,Drama,1.382,1.109,0.676,0,,,,tt5826432,university,1,101897,1,11.53172759,6,film,3096,5.8,134,0.5049,0,0,0,0,0,0,0,0
In the Tall Grass,film,2019-10-04,523139,en,"CA,US",102,"Horror,Drama,Thriller",2.9748,1.301,0.6735,0,,,,tt4687108,"pregnancy, brother sister relationship, field, overprotective brother, overhead camera shot",1,947084,1,13.76114413,5.5,film,71462,5.542,2312,4.1837,0,0,0,0,0,0,0,0
The Secret Diary of an Exchange Student,film,2021-08-18,760154,pt,BR,96,"Comedy,Romance",1.6262,0.808,0.6707,0,,,,tt11594766,"brazilian abroad, brazilian in usa, travel, friend, city",1,4369,1,8.382518288,5.4,,1173,6.5,152,1.958,4,1,2,16550000,0,4,16550000,0
Rich in Love,film,2020-04-30,656563,pt,BR,104,"Romance,Comedy",1.1008,0.536,0.6707,0,,,,tt10329566,"brazilian romcom, pretending to be poor, rio de janeiro brazil, countryside, farm",1,33271,1,10.41247148,6,film,3476,7.686,626,2.7978,0,0,0,0,0,0,0,0
Lost in Starlight,film,2025-05-30,1165642,ko,KR,96,"Animation,Romance,Science Fiction",3.2833,1.634,0.6682,0,,,,tt28664733,"korean animation, space sci fi, space, planet, mars",1,,0,,7.3,film,3397,7.228,112,4.6105,0,0,0,0,0,0,0,0
Tigertail,film,2020-04-10,544415,en,US,91,Drama,2.5276,1.848,0.6679,0,,,,tt8902948,"factory, factory worker, arranged marriage, taiwan, 1950s",1,136933,1,11.82725434,6.6,,3974,6.7,91,5.2187,0,0,0,0,0,0,0,0
Time to Hunt,film,2020-04-23,571785,ko,KR,135,"Drama,Action,Thriller",2.6568,2.358,0.6649,0,,,,tt11777040,"heist, money heist, gambling, dystopia, financial crisis",1,118636,1,11.68382369,6.3,,7559,7.197,335,3.6514,0,0,0,0,0,0,0,0
The Royal Treatment,film,2022-01-20,790142,en,US,96,"Romance,Comedy",1.3844,1.123,0.6646,0,,,,tt13989030,"royal, love, hairdresser, wedding, lifetime",1,339851,1,12.73626551,5.3,,12451,6.662,786,2.916,3,1,1,77580000,0,3,77580000,0
Tallulah,film,2016-07-29,353571,en,US,111,"Drama,Comedy",3.6011,2.501,0.6633,0,,,,tt1639084,"writer, sex scene, female nudity, baby stroller, levitation",1,282473,1,12.55134179,6.7,film,21916,6.708,742,3.254,0,0,0,0,0,0,0,0
Mixtape,film,2021-12-03,32471,en,US,94,"Comedy,Family",4.0369,1.451,0.6632,0,,,,tt1587420,"mother, broken, tape, love, friend",1,65927,1,11.09631852,6.6,film,4413,7,131,2.7247,0,0,0,0,0,0,0,0
Spaceman,film,2024-03-01,636706,en,US,108,"Science Fiction,Adventure,Drama",3.0947,2.684,0.6632,0,,,,tt11097384,"astronaut, space adventure, space sci fi, spider, alien",1,1084457,1,13.89659088,5.7,film,44531,6.717,958,4.1385,3,1,3,41300000,22700000,3,41300000,22700000
Let Go,film,2024-11-01,1214484,sv,SE,110,Drama,0.9162,0.635,0.6606,0,,,,tt27410895,"daughter, husband, life, son, female protagonist",1,,0,,7,film,6785,7.8,349,3.2292,5,1,1,67000000,36600000,4,64200000,35100000
Hard Feelings,film,2023-05-24,1120628,de,DE,103,Comedy,0.8468,0.703,0.6603,0,,,,tt20256412,"gay kiss, male nudity, man flashes his penis, female rear nudity, male rear nudity",1,,0,,4.8,film,2932,5.9,169,4.0978,2,1,5,18120000,0,2,18120000,0
Windfall,film,2022-03-18,850018,en,US,93,"Thriller,Crime,Drama",5.7467,2.711,0.6512,0,,,,tt15033192,"vacation, criminal, thief, young, money",1,170397,1,12.04589216,5.7,,28052,5.47,453,3.2478,2,1,4,23850000,0,2,23850000,0
The Dirt,film,2019-03-22,327331,en,US,108,"Drama,Music,History,Comedy",2.9079,2.151,0.6511,0,,,,tt0800325,"music band, singer, guitarist, bassist, vocalist",1,1041979,1,13.85663331,7,,59451,7.443,1272,3.9786,0,0,0,0,0,0,0,0
The Life List,film,2025-03-28,1254786,en,US,123,"Romance,Comedy,Drama",3.3659,2.207,0.6509,0,,,,tt2172954,"last will, lawyer, tattoo, love, couple",1,746408,1,13.52302899,6.8,,35869,7,521,3.3007,6,1,1,172200000,82700000,4,154400000,74200000
Private Life,film,2018-10-05,458342,en,US,124,"Drama,Comedy",2.639,1.823,0.6507,0,,,,tt5536610,"adoption, fertility, title directed by female, thanksgiving dinner, ivf",1,91407,1,11.42308828,7.2,film,23186,6.918,394,2.1109,0,0,0,0,0,0,0,0
Happy Anniversary,film,2018-03-30,451563,en,US,78,"Romance,Comedy",2.2226,1.775,0.6505,0,,,,tt6423886,"relationship anniversary, third anniversary, romantic relationship, boyfriend girlfriend relationship, pet dog",1,40329,1,10.60485089,5.7,film,4556,5.741,195,2.2216,0,0,0,0,0,0,0,0
Love and Leashes,film,2022-02-11,760517,ko,KR,118,"Romance,Comedy",4.6928,2.615,0.6502,1,,,,tt15553956,"femdom, foot fetish, dominatrix, sexual fetish, parent",1,186378,1,12.13553751,6.3,film,7415,6.745,300,4.4193,2,1,4,14100000,0,2,14100000,0
Falling for Christmas,film,2022-11-10,833097,en,US,95,"Romance,Comedy,Family",2.2193,1.382,0.6452,0,,,,tt14715170,"hotel, love, amnesia, memory loss, snow skiing",1,499389,1,13.12114263,5.3,film,31839,6.231,842,5.3331,7,1,1,128880000,2700000,4,110270000,0
El Conde,film,2023-09-15,991708,es,CL,111,"Fantasy,Comedy,Horror",1.0579,0.926,0.6428,0,,,,tt21113540,"dark comedy, male nudity, male frontal nudity, male full frontal nudity, vampire as protagonist",1,131491,1,11.78670129,6.4,film,14640,6.173,320,1.6106,2,1,6,4800000,2600000,2,4800000,2600000
The Piano Lesson,film,2024-11-22,804406,en,US,127,"Drama,Music",9.0688,2.884,0.6398,0,,,,tt15507512,"based on broadway play, year 1936, piano, african american, singing",1,230591,1,12.34840519,6.2,,5393,6,81,2.2725,0,0,0,0,0,0,0,0
Reptile,film,2023-09-29,866463,en,US,136,"Crime,Mystery,Thriller,Drama",2.9321,2.433,0.6398,0,,,,tt13274016,"detective, agent, murder, criminal, pulled over by the police",1,1378956,1,14.13683797,6.8,film,104974,6.662,1114,3.6584,5,1,1,141300000,62300000,4,133400000,58800000
Jingle Jangle: A Christmas Journey,film,2020-11-13,622855,en,US,122,"Family,Fantasy,Music",2.7246,1.914,0.6397,0,,,,tt7736496,"christmas, holiday, christmas in title, holiday in title, christmas season",1,497535,1,13.11742319,6.4,film,21636,6.596,545,1.4918,0,0,0,0,0,0,0,0
You Are So Not Invited to My Bat Mitzvah,film,2023-08-25,999644,en,US,103,Comedy,4.6133,3.1,0.6395,0,,,,tt21276878,"young girl, bat mitzvah, jewish, coming of age, unravel",1,416476,1,12.93958652,5.9,,27286,6.4,472,2.8915,5,1,1,86200000,49800000,4,81900000,47300000
Dude,film,2018-04-20,399131,en,US,90,Comedy,4.1833,2.76,0.6324,0,,,,tt3458510,"female nudity, female topless nudity, teenager, friendship, party",1,,0,,5.2,film,7916,5.523,755,1.8177,0,0,0,0,0,0,0,0
The Package,film,2018-08-10,503619,en,"CA,US",94,Comedy,2.4443,1.846,0.6324,0,,,,tt7525778,"teenage boy, group of friends, teen comedy, camping trip, car trip",1,265132,1,12.48798687,5.6,,23269,5.925,1228,1.6022,0,0,0,0,0,0,0,0
Alex Strangelove,film,2018-06-08,511785,en,US,99,"Comedy,Drama",1.777,1.51,0.6324,0,,,,tt5688996,"gay character, sexual confusion, gay interest, gay kiss, coming out to girlfriend",1,204649,1,12.22905648,6.3,film,20249,6.565,1558,4.453,0,0,0,0,0,0,0,0
Demon City,film,2025-02-27,1405338,ja,JP,106,"Action,Crime,Fantasy,Thriller",2.9027,2.448,0.6323,0,,,,tt35111035,"revenge, based on manga, criminal, supernatural thriller, supernatural fantasy",1,,0,,5.4,film,5511,6.934,286,7.0743,4,1,2,44800000,24900000,4,44800000,24900000
Rattlesnake,film,2019-10-25,560362,en,US,85,"Thriller,Drama,Mystery,Horror",2.9425,1.791,0.6321,0,,,,tt9257484,"single mother, deal with the devil, race against time, road trip, rattlesnake bite",1,,0,,4.7,film,9563,5.251,439,3.0405,0,0,0,0,0,0,0,0
Tribhanga – Tedhi Medhi Crazy,film,2021-01-15,744991,hi,IN,95,"Drama,Family",2.633,1.693,0.631,0,,,,tt11102314,"1980s, mother, social issue, friend, 2021",1,236884,1,12.37533007,6.3,,4685,7.2,28,3.1345,0,0,0,0,0,0,0,0
Operation Christmas Drop,film,2020-11-05,738646,en,US,95,"Comedy,Family,Romance,TV Movie",2.3527,1.801,0.629,0,,,,tt13236566,"christmas, interracial love, military, air force, island",1,197747,1,12.19474877,5.9,film,13707,6.423,568,2.3783,0,0,0,0,0,0,0,0
Love Untangled,film,2025-08-29,1355666,ko,KR,121,"Romance,Drama,Comedy",4.3373,3.218,0.628,0,,,,tt33549683,"year 1998, high school, 1990s, school, 20th century",1,107802,1,11.58806077,7.2,film,2155,8.447,123,6.8407,6,1,1,44100000,21800000,4,39200000,19400000
The Sand Castle,film,2025-01-24,1185719,ar,"AE,LB,US",98,"Thriller,Mystery,Drama,Fantasy",2.0301,0.902,0.6279,0,,,,tt22804850,"middle east, psychological, hallucination, isolation, conflict",1,,0,,4.7,,1849,5.614,44,2.1907,2,1,2,15600000,9700000,2,15600000,9700000
Plankton: The Movie,film,2025-03-07,1104845,en,US,83,"Family,Comedy,Adventure,Animation",5.5505,2.782,0.6261,0,,,,tt32560777,"sea, cgi animation, technology, robot, female robot",1,117031,1,11.67020268,5.3,film,3728,6.756,129,6.8122,4,1,1,53400000,36500000,4,53400000,36500000
Lady Chatterley's Lover,film,2022-12-02,814338,en,"GB,US",126,"Drama,Romance",2.6823,1.882,0.6261,0,,,,tt14369780,"dancing naked in the rain, woman runs outside nude, female star appears nude, female full frontal nudity, male full frontal nudity",1,,0,,6.6,film,26300,6.7,480,3.9644,3,1,1,60120000,0,3,60120000,0
The Loud House Movie,film,2021-08-20,410113,en,US,83,"Animation,Family,Comedy,Adventure,Fantasy",2.534,1.979,0.6261,0,,,,tt6714432,"based on cartoon, house, home, nickelodeon, vacation",1,9064,1,9.112176123,6,,3366,7.3,194,4.5768,3,1,4,37410000,0,3,37410000,0
Nuovo Olimpo,film,2023-11-01,1044648,it,IT,112,"Romance,Drama",1.4141,1.039,0.6253,0,,,,tt18394610,"male full frontal nudity, gay, male nudity, gay interest, male frontal nudity",1,56952,1,10.94998165,7.2,film,6031,6.948,213,1.1182,0,0,0,0,0,0,0,0
